0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
76,61,19,70,53,10,74,50,1,65,73,91,76,16,74,22,38,89,17,42,33,73,88,90,50,55,36,91,82,35,24,55,31,33,52,62,16,0,27,21,40,11,30,13,81,60,85,48,78,20,12,35,16,46,39,13,67,78,65,35,6,38,66,50,58,36,54,72,52,27,63,2,9,36,76,90,49,69,3,38,68,88,98,73,37,53,89,28,20,94,30,7,81,10,5,21,71,86,61,3
86,64,50,89,2,69,71,20,38,25,28,59,71,11,16,40,49,94,58,75,68,40,93,58,4,37,17,86,31,32,49,58,10,57,71,3,75,94,7,13,92,71,82,12,21,55,34,0,4,45,66,77,47,52,23,53,45,26,51,67,71,80,73,42,80,87,57,92,52,43,61,21,80,49,47,51,65,85,56,2,39,42,16,70,19,42,70,16,41,79,75,3,9,8,18,52,44,34,31,76
43,55,63,46,70,96,89,59,41,61,54,0,4,80,30,78,18,95,63,53,57,36,12,4,32,2,78,32,26,79,98,12,20,44,40,84,46,92,34,9,30,64,80,43,31,92,71,85,14,88,37,12,92,35,95,26,34,35,77,47,47,69,7,51,93,25,78,39,89,59,96,59,94,57,61,34,51,57,78,73,9,49,94,41,11,8,94,8,13,24,35,65,88,73,73,14,14,44,49,44
31,57,20,72,39,52,41,24,97,20,77,14,42,61,51,83,40,10,20,10,35,22,37,21,51,3,54,37,6,14,91,37,94,0,24,13,3,92,42,58,56,88,66,98,43,32,3,4,17,65,46,69,80,73,79,10,98,1,8,39,7,14,20,86,71,57,58,39,95,36,59,30,25,47,85,27,20,69,13,29,44,99,36,12,99,76,27,49,79,79,97,63,0,14,80,91,14,16,34,43
7,18,13,82,7,95,62,80,55,29,15,53,33,46,91,72,84,55,76,49,59,72,3,46,70,38,20,35,22,10,94,36,66,54,14,11,70,14,34,62,70,85,56,43,20,82,9,73,8,90,41,87,94,20,61,71,45,29,51,29,86,94,5,33,84,21,23,26,39,20,77,16,92,36,95,0,13,1,43,4,68,73,74,26,2,69,84,22,72,78,22,39,74,13,88,62,55,76,22,58
55,25,24,32,1,66,14,61,15,76,99,29,16,18,28,74,87,41,17,25,16,57,30,51,36,84,36,91,48,97,66,61,40,41,85,78,74,37,21,8,32,47,2,0,5,67,12,16,44,12,90,86,36,58,64,0,55,51,46,38,32,36,4,26,46,46,94,72,7,24,20,11,55,95,48,45,59,49,8,37,69,83,59,66,3,70,13,11,94,73,2,31,45,4,18,61,59,48,71,84
35,4,82,55,26,29,31,99,39,90,90,91,16,99,87,96,99,7,18,47,75,64,52,4,71,76,23,31,26,6,42,16,62,51,31,2,12,98,54,87,30,51,88,14,3,91,66,9,13,81,75,69,64,8,72,68,6,43,81,77,45,86,61,52,83,71,30,9,81,39,44,81,91,51,84,97,70,86,53,13,20,90,20,33,53,15,84,84,72,77,3,23,85,97,14,92,46,56,54,35
61,98,33,59,99,26,91,44,53,26,70,0,76,93,94,25,13,14,79,32,36,67,1,43,77,34,27,42,89,28,96,93,49,29,78,20,37,69,0,1,68,89,86,30,4,23,36,8,22,97,97,19,9,88,21,97,46,69,54,49,71,32,82,58,65,2,40,57,34,39,49,33,54,40,17,91,81,52,44,40,72,88,11,49,2,29,86,75,68,19,22,62,29,95,11,52,93,46,83,18
50,37,78,4,55,37,28,70,3,46,70,92,31,87,94,42,38,58,82,80,74,43,91,43,76,20,3,1,78,59,12,52,97,2,1,38,53,74,46,80,79,27,41,32,86,3,97,17,0,66,23,96,54,47,48,73,53,52,17,40,60,29,61,86,29,71,72,83,2,42,11,4,22,68,26,47,2,98,59,71,79,85,18,46,35,49,13,84,79,94,76,56,51,70,30,39,53,28,18,27
63,99,97,10,96,11,12,79,93,70,53,94,87,22,42,79,93,80,17,61,81,36,87,59,77,46,93,94,42,0,6,50,9,7,36,90,67,19,44,6,25,95,71,48,89,27,42,72,37,39,99,36,64,95,67,18,65,50,89,27,96,45,28,66,4,60,26,99,63,72,62,72,1,98,27,85,34,66,45,44,18,85,65,96,22,41,2,6,10,6,93,97,49,32,85,44,9,44,32,7
37,4,11,12,53,0,46,93,25,57,78,52,65,43,60,82,96,69,12,61,91,25,57,42,73,77,46,66,92,47,94,65,9,29,47,10,29,66,31,73,66,98,77,10,80,96,27,76,58,80,29,52,34,74,98,79,90,99,41,87,9,85,40,21,48,61,53,56,94,69,28,72,90,50,43,19,30,75,75,65,4,29,98,25,84,60,7,82,86,21,66,99,4,2,69,7,90,98,62,10
63,98,2,94,34,64,5,73,40,59,21,35,53,23,0,89,11,21,66,24,95,91,32,12,55,66,11,58,21,6,87,72,27,36,87,41,55,16,86,93,9,2,13,69,95,18,81,69,73,79,46,77,40,1,85,41,98,72,99,37,40,96,63,87,96,72,87,77,6,0,78,89,22,33,67,95,93,56,69,15,43,41,7,41,64,89,48,86,36,0,69,1,25,29,34,50,35,16,9,71
70,25,57,30,51,88,30,19,3,94,64,60,87,11,84,67,92,87,67,62,9,53,60,29,28,11,33,71,22,16,90,97,80,53,96,23,68,41,4,8,54,41,91,47,66,81,69,11,84,32,70,54,63,2,73,36,15,62,83,43,58,83,27,11,84,39,10,81,89,15,41,46,17,67,73,45,46,99,45,36,61,49,43,19,83,84,2,40,25,99,6,51,8,49,5,55,62,81,56,18
50,0,73,36,35,83,72,42,80,64,11,94,21,7,85,88,7,9,57,37,94,52,0,92,77,75,7,33,9,27,19,81,2,79,68,71,61,2,59,99,92,39,45,93,9,74,87,12,86,28,0,66,87,50,94,71,52,42,22,30,63,57,80,50,57,29,64,52,86,21,18,31,1,82,36,58,75,17,96,87,13,4,31,35,10,41,78,96,65,2,44,79,67,26,91,38,89,49,25,87
45,6,20,47,99,90,47,14,53,96,6,55,35,78,71,48,2,96,81,52,22,66,92,10,35,39,32,57,75,62,75,89,95,41,88,12,69,93,48,30,84,48,5,98,94,17,35,13,10,29,91,84,26,21,51,19,41,8,56,2,23,56,8,6,38,78,68,48,97,75,81,8,33,98,11,34,65,94,32,52,52,78,35,95,85,85,77,68,28,16,85,89,30,16,76,86,52,0,53,68
59,62,13,56,83,73,72,12,59,97,27,89,24,4,48,45,85,66,23,68,7,5,23,3,95,84,34,28,98,56,48,10,76,12,69,82,11,28,70,4,41,63,62,21,23,78,64,24,58,2,48,58,70,22,12,48,36,47,61,52,83,31,4,78,93,29,54,41,43,76,67,72,11,61,60,90,51,73,12,26,90,88,75,53,3,79,81,54,35,38,67,62,97,81,46,50,96,93,31,18
81,71,55,48,74,52,17,89,99,30,71,97,23,51,38,56,58,59,96,28,14,76,35,32,27,63,45,94,93,80,31,77,19,72,75,70,10,12,98,54,98,28,49,15,20,54,69,87,43,70,64,23,39,3,22,67,5,79,29,35,15,81,74,75,39,29,72,2,44,88,1,37,5,96,65,94,53,95,56,11,76,77,74,34,51,26,52,2,56,79,71,71,1,90,1,11,93,52,91,15
26,0,88,42,22,95,5,97,71,76,65,11,32,18,65,64,94,86,94,38,48,2,93,23,4,81,53,40,79,93,81,97,84,86,84,58,3,80,8,67,16,44,19,93,35,58,70,63,18,90,98,25,78,40,40,71,16,95,57,51,3,49,14,65,87,61,65,95,73,6,93,20,17,14,4,31,66,65,86,11,56,96,71,86,96,46,34,81,59,19,32,62,33,39,1,74,2,96,55,2
76,67,58,64,11,95,61,79,74,15,19,63,64,11,57,48,99,5,74,57,59,40,81,68,89,82,52,12,45,71,5,87,0,0,17,97,73,56,57,90,62,83,12,94,81,50,74,27,47,92,93,17,12,38,3,10,29,1,63,38,5,28,65,71,24,94,41,21,91,53,21,16,34,36,44,56,84,16,32,49,20,88,66,61,13,42,28,10,30,43,67,64,10,46,24,24,33,75,33,84
47,53,70,58,62,97,20,51,72,16,40,52,24,7,58,33,96,0,59,91,77,46,13,32,72,57,70,5,97,85,27,22,95,65,24,23,29,94,36,3,65,96,19,93,79,88,29,14,85,60,29,50,10,96,34,77,78,51,53,73,0,39,34,66,93,96,57,9,90,84,20,82,11,9,6,26,70,24,49,90,94,70,47,41,35,99,8,27,68,10,61,10,63,66,61,6,79,79,47,47
80,47,97,80,97,54,43,38,31,4,23,53,99,86,39,26,65,53,1,67,74,24,88,64,25,75,39,75,13,45,75,96,11,82,39,78,3,80,76,57,57,72,10,9,66,88,44,0,50,49,11,17,37,9,12,69,23,57,16,50,1,55,42,28,22,76,63,4,95,41,33,63,4,65,21,31,30,61,77,64,86,45,57,78,44,31,3,57,92,51,28,78,44,26,61,58,69,20,4,30
0,81,83,45,12,93,71,94,62,2,90,4,39,10,18,1,51,94,57,80,80,42,21,37,3,3,55,11,43,1,63,2,58,64,8,73,73,26,56,32,6,25,17,39,54,56,7,25,17,63,96,18,56,63,44,38,45,87,60,11,42,87,82,77,51,13,85,16,93,2,38,12,47,60,74,2,92,56,89,61,32,31,0,64,8,99,37,55,76,43,62,30,43,64,5,5,90,81,78,97
25,44,89,52,91,88,54,14,64,69,98,5,69,71,91,92,18,45,74,6,80,87,31,6,21,79,53,27,68,89,90,60,62,53,80,3,22,18,12,19,0,50,4,19,78,5,49,77,47,62,19,1,7,48,34,20,15,23,42,60,41,68,63,96,60,44,10,47,18,17,12,22,22,80,6,33,91,54,79,89,34,76,2,67,25,47,88,28,80,76,81,57,96,7,36,37,1,18,91,13
16,15,31,8,38,6,97,84,55,87,74,23,84,69,79,16,6,97,49,38,5,85,67,55,63,2,96,88,83,41,54,67,41,24,23,55,51,86,43,58,74,55,20,0,89,85,51,39,21,33,31,1,17,12,36,59,84,54,54,17,89,80,16,8,86,12,37,81,34,36,86,79,46,21,64,55,6,87,6,94,75,14,12,89,35,40,94,7,48,99,35,27,17,16,98,30,83,54,87,59
90,27,39,97,98,34,18,62,28,74,29,66,80,58,57,26,48,81,8,64,12,66,99,98,78,13,51,10,94,11,13,28,33,15,33,7,90,19,67,79,71,4,11,61,46,49,76,29,59,2,21,65,86,18,89,6,48,6,8,33,38,55,72,1,81,29,66,13,1,75,65,71,63,79,94,71,55,62,13,48,85,60,51,11,64,17,98,14,72,90,25,72,90,10,51,53,44,33,82,19
57,45,29,10,36,94,79,12,36,44,72,60,56,75,76,74,27,31,18,9,92,18,3,98,51,63,35,96,50,69,3,72,19,86,36,59,4,6,25,25,94,84,49,31,72,58,29,96,91,53,26,73,28,71,56,52,47,90,66,29,40,86,92,33,8,39,12,33,82,0,83,17,88,29,68,23,38,14,37,35,94,11,77,7,74,36,81,67,90,36,26,60,26,55,49,46,64,42,78,60
92,56,7,14,84,23,61,49,58,66,17,77,42,44,14,15,59,13,52,58,21,28,68,58,41,23,57,75,16,99,71,49,78,68,91,43,26,10,24,95,67,51,41,53,8,86,77,81,67,11,65,93,31,51,72,53,94,45,51,9,36,97,48,33,43,70,12,63,36,33,30,82,1,54,14,41,54,6,3,72,70,56,76,15,83,81,10,63,33,20,38,69,39,30,5,96,31,74,25,27
5,88,98,43,76,8,37,64,46,94,54,43,43,41,82,35,20,72,91,79,27,62,6,26,45,97,88,17,64,11,75,59,4,35,54,92,98,76,14,98,21,25,17,66,51,89,59,48,22,49,10,88,53,77,26,9,69,66,68,67,89,78,10,95,39,49,51,96,57,89,88,82,78,98,2,81,45,85,9,69,93,58,92,74,14,48,77,99,7,44,45,24,2,41,1,11,39,70,58,91
8,35,62,63,12,76,87,91,91,95,32,71,45,78,71,78,41,70,54,30,40,58,15,2,92,68,93,20,43,6,11,39,67,60,53,57,87,96,31,4,74,21,40,91,57,24,41,43,48,52,81,80,56,10,6,61,77,16,14,39,45,54,11,35,13,10,14,66,66,3,99,78,16,81,54,43,20,85,98,54,49,22,61,56,85,41,96,93,21,97,34,10,36,89,73,90,18,26,94,46
76,30,21,86,62,74,41,53,71,79,22,54,48,19,50,62,32,54,28,83,78,10,38,61,22,83,12,93,47,73,81,49,0,73,47,90,76,96,93,47,91,14,68,95,67,37,20,95,80,65,75,59,0,44,53,24,27,93,80,62,64,75,54,42,4,83,43,94,11,65,4,6,74,65,82,50,41,70,52,91,85,44,38,43,7,51,2,27,77,51,65,55,55,68,80,13,95,69,37,90
30,84,30,2,78,39,46,55,30,12,46,41,50,70,33,26,21,59,22,34,86,45,87,68,45,99,72,20,56,41,70,78,78,11,2,55,16,24,34,12,48,19,83,9,71,43,39,25,60,92,49,3,49,41,97,21,65,5,53,85,23,22,6,31,88,64,39,88,37,44,48,7,1,69,5,93,26,55,15,86,26,13,94,81,7,54,85,36,73,0,69,60,4,63,73,0,72,26,25,87
8,36,37,21,61,3,80,64,13,11,56,20,64,42,16,2,88,58,52,35,35,17,61,36,54,71,45,57,34,54,0,54,51,75,88,85,90,30,38,47,79,47,98,18,10,22,23,9,59,39,38,32,73,38,75,54,63,86,37,72,50,70,77,32,41,54,39,1,57,79,43,47,2,26,6,61,85,52,25,4,32,24,70,16,35,45,1,30,82,51,89,7,70,69,35,33,21,82,62,63
